name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Ever Attended,65667,48854,16812,1,60872,45241,15630,1,4795,3613,1182,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Primary Completed,8271,5978,2292,1,7711,5521,2189,1,560,457,103,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Enrolment Primary,19585,13500,6085,,17603,12108,5495,,1982,1392,590,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Enrolment Middle,5612,4087,1525,,5198,3821,1377,,414,266,148,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Enrolment Matric,2033,1621,412,,1866,1488,378,,167,133,34,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Enrolment Intermidiate,1547,1263,284,,1426,1155,271,,121,108,13,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Enrolment Graduation above,1197,992,205,,1108,911,197,,89,81,8,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Never to School (all),221842,100712,121115,15,197232,87926,109293,13,24610,12786,11822,2
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Drop Out (5 - 16),4659,2665,1994,,4363,2482,1881,,296,183,113,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Never to School (5-16),87617,41534,46076,7,77698,35949,41742,7,9919,5585,4334,
KILLA ABDULLAH,KILLA ABDULLAH,DISTRICT,Out of School Children (5-16),92276,44199,48070,7,82061,38431,43623,7,10215,5768,4447,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Population >=5,295387,153805,141581,1,244593,128111,116481,1,50794,25694,25100,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Population >=10,226581,117032,109548,1,186225,96610,89614,1,40356,20422,19934,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Literate >=10,74678,51409,23269,,54137,38916,15221,,20541,12493,8048,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Literate %,32.96,43.93,21.24,,29.07,40.28,16.99,,50.9,61.17,40.37,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Ever Attended,94541,67598,26943,,70006,52509,17497,,24535,15089,9446,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Primary Completed,10480,6563,3917,,8460,5449,3011,,2020,1114,906,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Enrolment Primary,35217,25229,9988,,28286,21040,7246,,6931,4189,2742,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Enrolment Middle,11405,8511,2894,,8611,6844,1767,,2794,1667,1127,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Enrolment Matric,3715,2692,1023,,2587,2052,535,,1128,640,488,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Enrolment Intermidiate,2883,1986,897,,1770,1350,420,,1113,636,477,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Enrolment Graduation above,3330,2282,1048,,1841,1410,431,,1489,872,617,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Never to School (all),200846,86207,114638,1,174587,75602,98984,1,26259,10605,15654,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Drop Out (5 - 16),5316,2942,2374,,4168,2298,1870,,1148,644,504,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Never to School (5-16),80009,33416,46592,1,70867,29676,41190,1,9142,3740,5402,
KILLA SAIFULLAH,KILLA SAIFULLAH,DISTRICT,Out of School Children (5-16),85325,36358,48966,1,75035,31974,43060,1,10290,4384,5906,
KOHLU,KOHLU,DISTRICT,Population >=5,210979,110942,100021,16,195641,103629,91996,16,15338,7313,8025,
KOHLU,KOHLU,DISTRICT,Population >=10,163542,86352,77174,16,151480,80562,70902,16,12062,5790,6272,
KOHLU,KOHLU,DISTRICT,Literate >=10,46661,28190,18468,3,38807,23704,15100,3,7854,4486,3368,
KOHLU,KOHLU,DISTRICT,Literate %,28.53,32.65,23.93,18.75,25.62,29.42,21.3,18.75,65.11,77.48,53.7,
KOHLU,KOHLU,DISTRICT,Ever Attended,47445,28149,19293,3,37229,22549,14677,3,10216,5600,4616,
KOHLU,KOHLU,DISTRICT,Primary Completed,3101,1738,1362,1,2518,1474,1043,1,583,264,319,
KOHLU,KOHLU,DISTRICT,Enrolment Primary,19476,10243,9233,,16057,8623,7434,,3419,1620,1799,
KOHLU,KOHLU,DISTRICT,Enrolment Middle,6485,3181,3304,,5356,2664,2692,,1129,517,612,
KOHLU,KOHLU,DISTRICT,Enrolment Matric,1488,833,655,,964,577,387,,524,256,268,
KOHLU,KOHLU,DISTRICT,Enrolment Intermidiate,1310,795,514,1,879,557,321,1,431,238,193,
KOHLU,KOHLU,DISTRICT,Enrolment Graduation above,1136,813,323,,696,535,161,,440,278,162,
KOHLU,KOHLU,DISTRICT,Never to School (all),163534,82793,80728,13,158412,81080,77319,13,5122,1713,3409,
KOHLU,KOHLU,DISTRICT,Drop Out (5 - 16),3010,1646,1364,,2682,1525,1157,,328,121,207,
KOHLU,KOHLU,DISTRICT,Never to School (5-16),66506,34926,31575,5,65405,34460,30940,5,1101,466,635,
KOHLU,KOHLU,DISTRICT,Out of School Children (5-16),69516,36572,32939,5,68087,35985,32097,5,1429,587,842,
LASBELA,LASBELA,DISTRICT,Population >=5,575409,295568,279816,25,291721,149342,142366,13,283688,146226,137450,12
LASBELA,LASBELA,DISTRICT,Population >=10,471778,243095,228658,25,236338,121277,115048,13,235440,121818,113610,12
LASBELA,LASBELA,DISTRICT,Literate >=10,172052,111493,60553,6,63882,43911,19968,3,108170,67582,40585,3
LASBELA,LASBELA,DISTRICT,Literate %,36.47,45.86,26.48,24,27.03,36.21,17.36,23.08,45.94,55.48,35.72,25
LASBELA,LASBELA,DISTRICT,Ever Attended,209521,132183,77333,5,85684,55869,29812,3,123837,76314,47521,2
LASBELA,LASBELA,DISTRICT,Primary Completed,26451,16356,10094,1,11768,7602,4166,,14683,8754,5928,1
LASBELA,LASBELA,DISTRICT,Enrolment Primary,64067,34503,29563,1,32558,17736,14821,1,31509,16767,14742,
LASBELA,LASBELA,DISTRICT,Enrolment Middle,19138,11883,7254,1,6537,4254,2282,1,12601,7629,4972,
LASBELA,LASBELA,DISTRICT,Enrolment Matric,8452,5247,3204,1,2737,1894,842,1,5715,3353,2362,
LASBELA,LASBELA,DISTRICT,Enrolment Intermidiate,5781,3537,2244,,1758,1248,510,,4023,2289,1734,
LASBELA,LASBELA,DISTRICT,Enrolment Graduation above,5774,3546,2228,,1039,730,309,,4735,2816,1919,
LASBELA,LASBELA,DISTRICT,Never to School (all),365888,163385,202483,20,206037,93473,112554,10,159851,69912,89929,10
LASBELA,LASBELA,DISTRICT,Drop Out (5 - 16),11519,6186,5333,,5948,3311,2637,,5571,2875,2696,
LASBELA,LASBELA,DISTRICT,Never to School (5-16),115625,53037,62584,4,69257,32383,36870,4,46368,20654,25714,
LASBELA,LASBELA,DISTRICT,Out of School Children (5-16),127144,59223,67917,4,75205,35694,39507,4,51939,23529,28410,
LORALAI,LORALAI,DISTRICT,Population >=5,214769,112950,101802,17,168186,88340,79830,16,46583,24610,21972,1
LORALAI,LORALAI,DISTRICT,Population >=10,167957,88447,79493,17,130044,68332,61696,16,37913,20115,17797,1
LORALAI,LORALAI,DISTRICT,Literate >=10,72498,48002,24494,2,48029,32843,15185,1,24469,15159,9309,1
LORALAI,LORALAI,DISTRICT,Literate %,43.16,54.27,30.81,11.76,36.93,48.06,24.61,6.25,64.54000000000001,75.36,52.31,100
LORALAI,LORALAI,DISTRICT,Ever Attended,90049,62341,27707,1,59942,44211,15730,1,30107,18130,11977,
LORALAI,LORALAI,DISTRICT,Primary Completed,7483,4469,3014,,5329,3319,2010,,2154,1150,1004,
LORALAI,LORALAI,DISTRICT,Enrolment Primary,31439,21482,9957,,23630,17556,6074,,7809,3926,3883,
LORALAI,LORALAI,DISTRICT,Enrolment Middle,8657,5443,3214,,5650,3746,1904,,3007,1697,1310,
LORALAI,LORALAI,DISTRICT,Enrolment Matric,4315,2911,1404,,2558,1901,657,,1757,1010,747,
LORALAI,LORALAI,DISTRICT,Enrolment Intermidiate,3682,2453,1229,,1966,1396,570,,1716,1057,659,
LORALAI,LORALAI,DISTRICT,Enrolment Graduation above,4592,3281,1311,,2307,1730,577,,2285,1551,734,
LORALAI,LORALAI,DISTRICT,Never to School (all),124720,50609,74095,16,108244,44129,64100,15,16476,6480,9995,1
LORALAI,LORALAI,DISTRICT,Drop Out (5 - 16),3398,1817,1581,,2662,1452,1210,,736,365,371,
LORALAI,LORALAI,DISTRICT,Never to School (5-16),43940,15963,27973,4,39579,13766,25809,4,4361,2197,2164,
LORALAI,LORALAI,DISTRICT,Out of School Children (5-16),47338,17780,29554,4,42241,15218,27019,4,5097,2562,2535,
MASTUNG,MASTUNG,DISTRICT,Population >=5,253990,134937,119050,3,221157,117664,103490,3,32833,17273,15560,
MASTUNG,MASTUNG,DISTRICT,Population >=10,202839,107383,95453,3,175207,92855,82349,3,27632,14528,13104,
MASTUNG,MASTUNG,DISTRICT,Literate >=10,93253,61492,31761,,74387,50127,24260,,18866,11365,7501,
MASTUNG,MASTUNG,DISTRICT,Literate %,45.97,57.26,33.27,,42.46,53.98,29.46,,68.28,78.23,57.24,
MASTUNG,MASTUNG,DISTRICT,Ever Attended,109103,71785,37318,,86517,58215,28302,,22586,13570,9016,
MASTUNG,MASTUNG,DISTRICT,Primary Completed,11900,7613,4287,,10342,6780,3562,,1558,833,725,
MASTUNG,MASTUNG,DISTRICT,Enrolment Primary,31284,18392,12892,,26646,15740,10906,,4638,2652,1986,
MASTUNG,MASTUNG,DISTRICT,Enrolment Middle,12160,8293,3867,,9986,7003,2983,,2174,1290,884,
MASTUNG,MASTUNG,DISTRICT,Enrolment Matric,5185,3531,1654,,3893,2793,1100,,1292,738,554,
MASTUNG,MASTUNG,DISTRICT,Enrolment Intermidiate,3821,2585,1236,,2883,2041,842,,938,544,394,
MASTUNG,MASTUNG,DISTRICT,Enrolment Graduation above,3388,2232,1156,,2215,1526,689,,1173,706,467,
MASTUNG,MASTUNG,DISTRICT,Never to School (all),144887,63152,81732,3,134640,59449,75188,3,10247,3703,6544,
MASTUNG,MASTUNG,DISTRICT,Drop Out (5 - 16),6769,3904,2865,,5348,3113,2235,,1421,791,630,
MASTUNG,MASTUNG,DISTRICT,Never to School (5-16),50933,23702,27229,2,48854,22957,25895,2,2079,745,1334,
MASTUNG,MASTUNG,DISTRICT,Out of School Children (5-16),57702,27606,30094,2,54202,26070,28130,2,3500,1536,1964,
MUSAKHEL,MUSAKHEL,DISTRICT,Population >=5,142098,74920,67175,3,129963,68496,61464,3,12135,6424,5711,
MUSAKHEL,MUSAKHEL,DISTRICT,Population >=10,107604,56114,51487,3,98395,51323,47069,3,9209,4791,4418,
MUSAKHEL,MUSAKHEL,DISTRICT,Literate >=10,39383,26655,12728,,33801,23179,10622,,5582,3476,2106,
MUSAKHEL,MUSAKHEL,DISTRICT,Literate %,36.6,47.5,24.72,,34.35,45.16,22.57,,60.61,72.55,47.67,
MUSAKHEL,MUSAKHEL,DISTRICT,Ever Attended,54494,35460,19034,,47318,30977,16341,,7176,4483,2693,
MUSAKHEL,MUSAKHEL,DISTRICT,Primary Completed,3550,2279,1271,,3031,1971,1060,,519,308,211,
MUSAKHEL,MUSAKHEL,DISTRICT,Enrolment Primary,23666,13615,10051,,21128,12119,9009,,2538,1496,1042,
MUSAKHEL,MUSAKHEL,DISTRICT,Enrolment Middle,6614,4664,1950,,5588,4003,1585,,1026,661,365,
MUSAKHEL,MUSAKHEL,DISTRICT,Enrolment Matric,2618,1768,850,,2095,1459,636,,523,309,214,
MUSAKHEL,MUSAKHEL,DISTRICT,Enrolment Intermidiate,1379,901,478,,1087,733,354,,292,168,124,
MUSAKHEL,MUSAKHEL,DISTRICT,Enrolment Graduation above,1323,943,380,,1059,761,298,,264,182,82,
MUSAKHEL,MUSAKHEL,DISTRICT,Never to School (all),87604,39460,48141,3,82645,37519,45123,3,4959,1941,3018,
MUSAKHEL,MUSAKHEL,DISTRICT,Drop Out (5 - 16),1986,1152,834,,1723,997,726,,263,155,108,
MUSAKHEL,MUSAKHEL,DISTRICT,Never to School (5-16),33234,16357,16876,1,31460,15533,15926,1,1774,824,950,
MUSAKHEL,MUSAKHEL,DISTRICT,Out of School Children (5-16),35220,17509,17710,1,33183,16530,16652,1,2037,979,1058,
NASIRABAD,NASIRABAD,DISTRICT,Population >=5,449271,229589,219664,18,364970,187595,177359,16,84301,41994,42305,2
NASIRABAD,NASIRABAD,DISTRICT,Population >=10,346468,176834,169616,18,279943,143615,136312,16,66525,33219,33304,2
NASIRABAD,NASIRABAD,DISTRICT,Literate >=10,100345,64421,35920,4,68190,43766,24420,4,32155,20655,11500,
NASIRABAD,NASIRABAD,DISTRICT,Literate %,28.96,36.43,21.18,22.22,24.36,30.47,17.91,25,48.34,62.18,34.53,
NASIRABAD,NASIRABAD,DISTRICT,Ever Attended,107983,71276,36707,,69221,47146,22075,,38762,24130,14632,
NASIRABAD,NASIRABAD,DISTRICT,Primary Completed,12304,7517,4787,,7847,4879,2968,,4457,2638,1819,
NASIRABAD,NASIRABAD,DISTRICT,Enrolment Primary,36710,22116,14594,,25265,16258,9007,,11445,5858,5587,
NASIRABAD,NASIRABAD,DISTRICT,Enrolment Middle,11677,7114,4563,,7166,4444,2722,,4511,2670,1841,
NASIRABAD,NASIRABAD,DISTRICT,Enrolment Matric,6273,4040,2233,,4118,2770,1348,,2155,1270,885,
NASIRABAD,NASIRABAD,DISTRICT,Enrolment Intermidiate,4140,2818,1322,,2571,1833,738,,1569,985,584,
NASIRABAD,NASIRABAD,DISTRICT,Enrolment Graduation above,3574,2550,1024,,2064,1560,504,,1510,990,520,
NASIRABAD,NASIRABAD,DISTRICT,Never to School (all),341288,158313,182957,18,295749,140449,155284,16,45539,17864,27673,2
NASIRABAD,NASIRABAD,DISTRICT,Drop Out (5 - 16),6556,3484,3072,,4249,2270,1979,,2307,1214,1093,
NASIRABAD,NASIRABAD,DISTRICT,Never to School (5-16),144651,69699,74942,10,128896,62986,65900,10,15755,6713,9042,
NASIRABAD,NASIRABAD,DISTRICT,Out of School Children (5-16),151207,73183,78014,10,133145,65256,67879,10,18062,7927,10135,
NUSHKI,NUSHKI,DISTRICT,Population >=5,166937,86517,80415,5,127125,65672,61449,4,39812,20845,18966,1
NUSHKI,NUSHKI,DISTRICT,Population >=10,133949,69190,64754,5,101439,52198,49237,4,32510,16992,15517,1
NUSHKI,NUSHKI,DISTRICT,Literate >=10,76506,47909,28595,2,54943,34659,20282,2,21563,13250,8313,
NUSHKI,NUSHKI,DISTRICT,Literate %,57.12,69.23999999999999,44.16,40,54.16,66.40000000000001,41.19,50,66.33,77.98,53.57,
NUSHKI,NUSHKI,DISTRICT,Ever Attended,91200,56231,34967,2,65951,40512,25437,2,25249,15719,9530,
NUSHKI,NUSHKI,DISTRICT,Primary Completed,10331,5540,4791,,8075,4255,3820,,2256,1285,971,
NUSHKI,NUSHKI,DISTRICT,Enrolment Primary,22908,12570,10338,,17368,9104,8264,,5540,3466,2074,
NUSHKI,NUSHKI,DISTRICT,Enrolment Middle,9362,5451,3911,,6835,4075,2760,,2527,1376,1151,
NUSHKI,NUSHKI,DISTRICT,Enrolment Matric,4047,2611,1436,,2651,1759,892,,1396,852,544,
NUSHKI,NUSHKI,DISTRICT,Enrolment Intermidiate,2793,1797,996,,1786,1169,617,,1007,628,379,
NUSHKI,NUSHKI,DISTRICT,Enrolment Graduation above,2539,1555,984,,1489,951,538,,1050,604,446,
NUSHKI,NUSHKI,DISTRICT,Never to School (all),75737,30286,45448,3,61174,25160,36012,2,14563,5126,9436,1
NUSHKI,NUSHKI,DISTRICT,Drop Out (5 - 16),6184,3044,3140,,5091,2496,2595,,1093,548,545,
NUSHKI,NUSHKI,DISTRICT,Never to School (5-16),24885,11698,13187,,20502,10009,10493,,4383,1689,2694,
NUSHKI,NUSHKI,DISTRICT,Out of School Children (5-16),31069,14742,16327,,25593,12505,13088,,5476,2237,3239,
PANJGUR,PANJGUR,DISTRICT,Population >=5,414667,220375,194197,95,281258,148393,132833,32,133409,71982,61364,63
PANJGUR,PANJGUR,DISTRICT,Population >=10,354229,189123,165011,95,238373,126183,112158,32,115856,62940,52853,63
PANJGUR,PANJGUR,DISTRICT,Literate >=10,149007,86621,62370,16,106806,62028,44766,12,42201,24593,17604,4
PANJGUR,PANJGUR,DISTRICT,Literate %,42.07,45.8,37.8,16.84,44.81,49.16,39.91,37.5,36.43,39.07,33.31,6.35
PANJGUR,PANJGUR,DISTRICT,Ever Attended,138517,79861,58646,10,103715,59253,44455,7,34802,20608,14191,3
PANJGUR,PANJGUR,DISTRICT,Primary Completed,8884,4660,4223,1,6917,3641,3275,1,1967,1019,948,
PANJGUR,PANJGUR,DISTRICT,Enrolment Primary,31292,16737,14555,,23013,11394,11619,,8279,5343,2936,
PANJGUR,PANJGUR,DISTRICT,Enrolment Middle,14163,7141,7022,,10689,5609,5080,,3474,1532,1942,
PANJGUR,PANJGUR,DISTRICT,Enrolment Matric,6084,3384,2698,2,4086,2212,1873,1,1998,1172,825,1
PANJGUR,PANJGUR,DISTRICT,Enrolment Intermidiate,4347,2369,1978,,3404,1823,1581,,943,546,397,
PANJGUR,PANJGUR,DISTRICT,Enrolment Graduation above,3511,2021,1490,,2827,1616,1211,,684,405,279,
PANJGUR,PANJGUR,DISTRICT,Never to School (all),276150,140514,135551,85,177543,89140,88378,25,98607,51374,47173,60
PANJGUR,PANJGUR,DISTRICT,Drop Out (5 - 16),8744,4563,4180,1,6283,3276,3006,1,2461,1287,1174,
PANJGUR,PANJGUR,DISTRICT,Never to School (5-16),82071,41420,40644,7,53724,27970,25751,3,28347,13450,14893,4
PANJGUR,PANJGUR,DISTRICT,Out of School Children (5-16),90815,45983,44824,8,60007,31246,28757,4,30808,14737,16067,4
PISHIN,PISHIN,DISTRICT,Population >=5,657097,332946,324128,23,461904,234081,227808,15,195193,98865,96320,8
PISHIN,PISHIN,DISTRICT,Population >=10,517451,260740,256688,23,363819,183162,180642,15,153632,77578,76046,8
PISHIN,PISHIN,DISTRICT,Literate >=10,264249,171695,92545,9,178063,118382,59674,7,86186,53313,32871,2
PISHIN,PISHIN,DISTRICT,Literate %,51.07,65.84999999999999,36.05,39.13,48.94,64.63,33.03,46.67,56.1,68.72,43.23,25
PISHIN,PISHIN,DISTRICT,Ever Attended,286933,189664,97262,7,192895,129659,63231,5,94038,60005,34031,2
PISHIN,PISHIN,DISTRICT,Primary Completed,42590,26880,15707,3,31857,20434,11421,2,10733,6446,4286,1
PISHIN,PISHIN,DISTRICT,Enrolment Primary,72396,43013,29383,,47395,28094,19301,,25001,14919,10082,
PISHIN,PISHIN,DISTRICT,Enrolment Middle,30912,20009,10902,1,19801,13329,6472,,11111,6680,4430,1
PISHIN,PISHIN,DISTRICT,Enrolment Matric,10768,7440,3328,,6412,4758,1654,,4356,2682,1674,
PISHIN,PISHIN,DISTRICT,Enrolment Intermidiate,6821,4855,1966,,3666,2790,876,,3155,2065,1090,
PISHIN,PISHIN,DISTRICT,Enrolment Graduation above,6030,4286,1744,,3147,2429,718,,2883,1857,1026,
PISHIN,PISHIN,DISTRICT,Never to School (all),370164,143282,226866,16,269009,104422,164577,10,101155,38860,62289,6
PISHIN,PISHIN,DISTRICT,Drop Out (5 - 16),25457,13633,11822,2,19234,10356,8876,2,6223,3277,2946,
PISHIN,PISHIN,DISTRICT,Never to School (5-16),144996,63473,81514,9,107277,47657,59613,7,37719,15816,21901,2
PISHIN,PISHIN,DISTRICT,Out of School Children (5-16),170453,77106,93336,11,126511,58013,68489,9,43942,19093,24847,2
QUETTA,QUETTA,DISTRICT,Population >=5,1886808,969325,917372,111,806670,415980,390661,29,1080138,553345,526711,82
QUETTA,QUETTA,DISTRICT,Population >=10,1550356,799022,751223,111,651660,337071,314560,29,898696,461951,436663,82
QUETTA,QUETTA,DISTRICT,Literate >=10,872669,519859,352763,47,306946,188621,118318,7,565723,331238,234445,40
QUETTA,QUETTA,DISTRICT,Literate %,56.29,65.06,46.96,42.34,47.1,55.96,37.61,24.14,62.95,71.7,53.69,48.78
QUETTA,QUETTA,DISTRICT,Ever Attended,1048212,616202,431973,37,380986,229665,151315,6,667226,386537,280658,31
QUETTA,QUETTA,DISTRICT,Primary Completed,93209,52156,41049,4,37537,22519,15017,1,55672,29637,26032,3
QUETTA,QUETTA,DISTRICT,Enrolment Primary,300401,161555,138846,,129365,70563,58802,,171036,90992,80044,
QUETTA,QUETTA,DISTRICT,Enrolment Middle,98487,55257,43227,3,38641,22275,16365,1,59846,32982,26862,2
QUETTA,QUETTA,DISTRICT,Enrolment Matric,47324,27249,20075,,15370,9001,6369,,31954,18248,13706,
QUETTA,QUETTA,DISTRICT,Enrolment Intermidiate,35801,20971,14829,1,10744,6502,4241,1,25057,14469,10588,
QUETTA,QUETTA,DISTRICT,Enrolment Graduation above,39701,22408,17289,4,9568,5645,3923,,30133,16763,13366,4
QUETTA,QUETTA,DISTRICT,Never to School (all),838596,353123,485399,74,425684,186315,239346,23,412912,166808,246053,51
QUETTA,QUETTA,DISTRICT,Drop Out (5 - 16),51574,26238,25335,1,23643,12364,11278,1,27931,13874,14057,
QUETTA,QUETTA,DISTRICT,Never to School (5-16),224937,97244,127670,23,119419,52710,66700,9,105518,44534,60970,14
QUETTA,QUETTA,DISTRICT,Out of School Children (5-16),276511,123482,153005,24,143062,65074,77978,10,133449,58408,75027,14
SHERANI,SHERANI,DISTRICT,Population >=5,150020,81677,68337,6,150020,81677,68337,6,,,,
SHERANI,SHERANI,DISTRICT,Population >=10,116273,62255,54012,6,116273,62255,54012,6,,,,
SHERANI,SHERANI,DISTRICT,Literate >=10,27747,19632,8114,1,27747,19632,8114,1,,,,
SHERANI,SHERANI,DISTRICT,Literate %,23.86,31.53,15.02,16.67,23.86,31.53,15.02,16.67,,,,
SHERANI,SHERANI,DISTRICT,Ever Attended,30182,22544,7637,1,30182,22544,7637,1,,,,
SHERANI,SHERANI,DISTRICT,Primary Completed,3782,2665,1117,,3782,2665,1117,,,,,
SHERANI,SHERANI,DISTRICT,Enrolment Primary,10159,7352,2807,,10159,7352,2807,,,,,
SHERANI,SHERANI,DISTRICT,Enrolment Middle,4449,3314,1135,,4449,3314,1135,,,,,
SHERANI,SHERANI,DISTRICT,Enrolment Matric,1114,813,300,1,1114,813,300,1,,,,
SHERANI,SHERANI,DISTRICT,Enrolment Intermidiate,847,655,192,,847,655,192,,,,,
SHERANI,SHERANI,DISTRICT,Enrolment Graduation above,513,414,99,,513,414,99,,,,,
SHERANI,SHERANI,DISTRICT,Never to School (all),119838,59133,60700,5,119838,59133,60700,5,,,,
SHERANI,SHERANI,DISTRICT,Drop Out (5 - 16),3000,2015,985,,3000,2015,985,,,,,
SHERANI,SHERANI,DISTRICT,Never to School (5-16),52915,28253,24660,2,52915,28253,24660,2,,,,
SHERANI,SHERANI,DISTRICT,Out of School Children (5-16),55915,30268,25645,2,55915,30268,25645,2,,,,
SIBI,SIBI,DISTRICT,Population >=5,180714,92820,87889,5,122967,63615,59347,5,57747,29205,28542,
SIBI,SIBI,DISTRICT,Population >=10,144535,74281,70249,5,95301,49180,46116,5,49234,25101,24133,
SIBI,SIBI,DISTRICT,Literate >=10,68529,41389,27139,1,34886,21974,12911,1,33643,19415,14228,
SIBI,SIBI,DISTRICT,Literate %,47.41,55.72,38.63,20,36.61,44.68,28,20,68.33,77.34999999999999,58.96,
SIBI,SIBI,DISTRICT,Ever Attended,74170,45380,28789,1,37411,23728,13682,1,36759,21652,15107,
SIBI,SIBI,DISTRICT,Primary Completed,7699,4164,3535,,4406,2538,1868,,3293,1626,1667,
SIBI,SIBI,DISTRICT,Enrolment Primary,17527,9871,7656,,10080,5765,4315,,7447,4106,3341,
SIBI,SIBI,DISTRICT,Enrolment Middle,7326,3910,3416,,4322,2385,1937,,3004,1525,1479,
SIBI,SIBI,DISTRICT,Enrolment Matric,3418,1998,1419,1,1695,1035,659,1,1723,963,760,
SIBI,SIBI,DISTRICT,Enrolment Intermidiate,2427,1467,960,,1121,757,364,,1306,710,596,
SIBI,SIBI,DISTRICT,Enrolment Graduation above,1967,1090,877,,611,397,214,,1356,693,663,
SIBI,SIBI,DISTRICT,Never to School (all),106544,47440,59100,4,85556,39887,45665,4,20988,7553,13435,
SIBI,SIBI,DISTRICT,Drop Out (5 - 16),4143,2203,1940,,2686,1508,1178,,1457,695,762,
SIBI,SIBI,DISTRICT,Never to School (5-16),43059,20966,22093,,37684,18954,18730,,5375,2012,3363,
SIBI,SIBI,DISTRICT,Out of School Children (5-16),47202,23169,24033,,40370,20462,19908,,6832,2707,4125,
SOHBATPUR,SOHBATPUR,DISTRICT,Population >=5,182374,92583,89789,2,170761,86646,84113,2,11613,5937,5676,
SOHBATPUR,SOHBATPUR,DISTRICT,Population >=10,136881,69431,67448,2,128170,64985,63183,2,8711,4446,4265,
SOHBATPUR,SOHBATPUR,DISTRICT,Literate >=10,56153,36982,19171,,51614,34230,17384,,4539,2752,1787,
SOHBATPUR,SOHBATPUR,DISTRICT,Literate %,41.02,53.26,28.42,,40.27,52.67,27.51,,52.11,61.9,41.9,
SOHBATPUR,SOHBATPUR,DISTRICT,Ever Attended,71158,46202,24956,,64576,42377,22199,,6582,3825,2757,
SOHBATPUR,SOHBATPUR,DISTRICT,Primary Completed,6829,3823,3006,,6226,3478,2748,,603,345,258,
SOHBATPUR,SOHBATPUR,DISTRICT,Enrolment Primary,26989,15502,11487,,24356,14121,10235,,2633,1381,1252,
SOHBATPUR,SOHBATPUR,DISTRICT,Enrolment Middle,8300,4863,3437,,7670,4553,3117,,630,310,320,
SOHBATPUR,SOHBATPUR,DISTRICT,Enrolment Matric,4200,2873,1327,,3790,2642,1148,,410,231,179,
SOHBATPUR,SOHBATPUR,DISTRICT,Enrolment Intermidiate,2447,1645,802,,2235,1536,699,,212,109,103,
SOHBATPUR,SOHBATPUR,DISTRICT,Enrolment Graduation above,2046,1426,620,,1799,1286,513,,247,140,107,
SOHBATPUR,SOHBATPUR,DISTRICT,Never to School (all),111216,46381,64833,2,106185,44269,61914,2,5031,2112,2919,
SOHBATPUR,SOHBATPUR,DISTRICT,Drop Out (5 - 16),3076,1647,1429,,2810,1475,1335,,266,172,94,
SOHBATPUR,SOHBATPUR,DISTRICT,Never to School (5-16),45284,20124,25159,1,43095,19022,24072,1,2189,1102,1087,
SOHBATPUR,SOHBATPUR,DISTRICT,Out of School Children (5-16),48360,21771,26588,1,45905,20497,25407,1,2455,1274,1181,
SURAB,SURAB,DISTRICT,Population >=5,214768,108722,106028,18,187756,96054,91684,18,27012,12668,14344,
SURAB,SURAB,DISTRICT,Population >=10,164423,82901,81504,18,143329,72913,70398,18,21094,9988,11106,
SURAB,SURAB,DISTRICT,Literate >=10,61559,37440,24109,10,51561,31418,20133,10,9998,6022,3976,
SURAB,SURAB,DISTRICT,Literate %,37.44,45.16,29.58,55.56,35.97,43.09,28.6,55.56,47.4,60.29,35.8,
SURAB,SURAB,DISTRICT,Ever Attended,68097,43403,24688,6,55963,36331,19626,6,12134,7072,5062,
SURAB,SURAB,DISTRICT,Primary Completed,7663,4679,2984,,6991,4345,2646,,672,334,338,
SURAB,SURAB,DISTRICT,Enrolment Primary,20608,13016,7592,,17602,11537,6065,,3006,1479,1527,
