name_admin_unit,part_of_district,admin_unit,vars,all_sexes_overall,male_overall,female_overall,tgend_overall,all_sexes_rural,male_rural,female_rural,tgend_rural,all_sexes_urban,male_urban,female_urban,tgend_urban
KORANGI,KORANGI,DISTRICT,Literate %,79.86,81.27,78.29000000000001,35.89,,,,,79.86,81.27,78.29000000000001,35.89
KORANGI,KORANGI,DISTRICT,Ever Attended,2053470,1102569,950730,171,,,,,2053470,1102569,950730,171
KORANGI,KORANGI,DISTRICT,Primary Completed,150087,80347,69719,21,,,,,150087,80347,69719,21
KORANGI,KORANGI,DISTRICT,Enrolment Primary,335082,175224,159857,1,,,,,335082,175224,159857,1
KORANGI,KORANGI,DISTRICT,Enrolment Middle,166941,88404,78534,3,,,,,166941,88404,78534,3
KORANGI,KORANGI,DISTRICT,Enrolment Matric,85175,43766,41402,7,,,,,85175,43766,41402,7
KORANGI,KORANGI,DISTRICT,Enrolment Intermidiate,70737,38135,32597,5,,,,,70737,38135,32597,5
KORANGI,KORANGI,DISTRICT,Enrolment Graduation above,66027,34954,31070,3,,,,,66027,34954,31070,3
KORANGI,KORANGI,DISTRICT,Never to School (all),641024,322358,318171,495,,,,,641024,322358,318171,495
KORANGI,KORANGI,DISTRICT,Drop Out (5 - 16),103945,56201,47740,4,,,,,103945,56201,47740,4
KORANGI,KORANGI,DISTRICT,Never to School (5-16),187256,96919,90290,47,,,,,187256,96919,90290,47
KORANGI,KORANGI,DISTRICT,Out of School Children (5-16),291201,153120,138030,51,,,,,291201,153120,138030,51
LARKANA,LARKANA,DISTRICT,Population >=5,1485492,776269,709106,117,813121,424501,388591,29,672371,351768,320515,88
LARKANA,LARKANA,DISTRICT,Population >=10,1215006,633489,581400,117,653598,340255,313314,29,561408,293234,268086,88
LARKANA,LARKANA,DISTRICT,Literate >=10,675353,413918,261401,34,307845,195313,112524,8,367508,218605,148877,26
LARKANA,LARKANA,DISTRICT,Literate %,55.58,65.34,44.96,29.06,47.1,57.4,35.91,27.59,65.45999999999999,74.55,55.53,29.55
LARKANA,LARKANA,DISTRICT,Ever Attended,777765,479906,297831,28,351898,227128,124765,5,425867,252778,173066,23
LARKANA,LARKANA,DISTRICT,Primary Completed,142679,78675,63998,6,79257,46239,33017,1,63422,32436,30981,5
LARKANA,LARKANA,DISTRICT,Enrolment Primary,190091,108697,81394,,102266,60006,42260,,87825,48691,39134,
LARKANA,LARKANA,DISTRICT,Enrolment Middle,81538,48043,33495,,37090,22692,14398,,44448,25351,19097,
LARKANA,LARKANA,DISTRICT,Enrolment Matric,31818,19869,11948,1,12884,8695,4188,1,18934,11174,7760,
LARKANA,LARKANA,DISTRICT,Enrolment Intermidiate,26934,17100,9831,3,10372,7274,3097,1,16562,9826,6734,2
LARKANA,LARKANA,DISTRICT,Enrolment Graduation above,31532,20560,10972,,9683,7222,2461,,21849,13338,8511,
LARKANA,LARKANA,DISTRICT,Never to School (all),707727,296363,411275,89,461223,197373,263826,24,246504,98990,147449,65
LARKANA,LARKANA,DISTRICT,Drop Out (5 - 16),44519,22141,22376,2,26726,13282,13443,1,17793,8859,8933,1
LARKANA,LARKANA,DISTRICT,Never to School (5-16),208434,96031,112398,5,144087,66645,77440,2,64347,29386,34958,3
LARKANA,LARKANA,DISTRICT,Out of School Children (5-16),252953,118172,134774,7,170813,79927,90883,3,82140,38245,43891,4
MALIR,MALIR,DISTRICT,Population >=5,2109814,1123722,985867,225,1097508,587095,510299,114,1012306,536627,475568,111
MALIR,MALIR,DISTRICT,Population >=10,1795564,961923,833416,225,928098,499307,428677,114,867466,462616,404739,111
MALIR,MALIR,DISTRICT,Literate >=10,1133717,651570,482065,82,524205,306393,217775,37,609512,345177,264290,45
MALIR,MALIR,DISTRICT,Literate %,63.14,67.73999999999999,57.84,36.44,56.48,61.36,50.8,32.46,70.26000000000001,74.61,65.3,40.54
MALIR,MALIR,DISTRICT,Ever Attended,1233311,706288,526964,59,566072,329799,236242,31,667239,376489,290722,28
MALIR,MALIR,DISTRICT,Primary Completed,125278,67326,57939,13,69339,38347,30985,7,55939,28979,26954,6
MALIR,MALIR,DISTRICT,Enrolment Primary,247705,135009,112695,1,123174,67901,55273,,124531,67108,57422,1
MALIR,MALIR,DISTRICT,Enrolment Middle,98784,49556,49223,5,44130,21698,22429,3,54654,27858,26794,2
MALIR,MALIR,DISTRICT,Enrolment Matric,50146,24591,25555,,22068,10925,11143,,28078,13666,14412,
MALIR,MALIR,DISTRICT,Enrolment Intermidiate,37334,21010,16324,,15333,8718,6615,,22001,12292,9709,
MALIR,MALIR,DISTRICT,Enrolment Graduation above,36663,20319,16342,2,13915,7870,6045,,22748,12449,10297,2
MALIR,MALIR,DISTRICT,Never to School (all),876503,417434,458903,166,531436,257296,274057,83,345067,160138,184846,83
MALIR,MALIR,DISTRICT,Drop Out (5 - 16),56810,28822,27986,2,29097,14892,14203,2,27713,13930,13783,
MALIR,MALIR,DISTRICT,Never to School (5-16),234763,119327,115424,12,146776,75530,71244,2,87987,43797,44180,10
MALIR,MALIR,DISTRICT,Out of School Children (5-16),291573,148149,143410,14,175873,90422,85447,4,115700,57727,57963,10
MATIARI,MATIARI,DISTRICT,Population >=5,707625,358576,349024,25,537318,272558,264751,9,170307,86018,84273,16
MATIARI,MATIARI,DISTRICT,Population >=10,582611,295460,287126,25,439211,222857,216345,9,143400,72603,70781,16
MATIARI,MATIARI,DISTRICT,Literate >=10,267295,166462,100825,8,178345,114733,63612,,88950,51729,37213,8
MATIARI,MATIARI,DISTRICT,Literate %,45.88,56.34,35.12,32,40.61,51.48,29.4,,62.03,71.25,52.57,50
MATIARI,MATIARI,DISTRICT,Ever Attended,315043,193103,121933,7,211566,133130,78436,,103477,59973,43497,7
MATIARI,MATIARI,DISTRICT,Primary Completed,66929,36789,30139,1,49923,28240,21683,,17006,8549,8456,1
MATIARI,MATIARI,DISTRICT,Enrolment Primary,90425,48372,42053,,65797,35023,30774,,24628,13349,11279,
MATIARI,MATIARI,DISTRICT,Enrolment Middle,26646,15905,10741,,18037,11179,6858,,8609,4726,3883,
MATIARI,MATIARI,DISTRICT,Enrolment Matric,10424,6697,3727,,6177,4288,1889,,4247,2409,1838,
MATIARI,MATIARI,DISTRICT,Enrolment Intermidiate,9037,5906,3131,,5481,3922,1559,,3556,1984,1572,
MATIARI,MATIARI,DISTRICT,Enrolment Graduation above,7954,5292,2662,,4268,3164,1104,,3686,2128,1558,
MATIARI,MATIARI,DISTRICT,Never to School (all),392582,165473,227091,18,325752,139428,186315,9,66830,26045,40776,9
MATIARI,MATIARI,DISTRICT,Drop Out (5 - 16),18086,8507,9579,,14571,6852,7719,,3515,1655,1860,
MATIARI,MATIARI,DISTRICT,Never to School (5-16),111604,50917,60682,5,95666,44468,51195,3,15938,6449,9487,2
MATIARI,MATIARI,DISTRICT,Out of School Children (5-16),129690,59424,70261,5,110237,51320,58914,3,19453,8104,11347,2
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Population >=5,1395168,730485,664604,79,978787,512625,466142,20,416381,217860,198462,59
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Population >=10,1143427,598439,544909,79,788325,412236,376069,20,355102,186203,168840,59
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Literate >=10,518786,329388,189380,18,274415,189383,85027,5,244371,140005,104353,13
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Literate %,45.37,55.04,34.75,22.78,34.81,45.94,22.61,25,68.81999999999999,75.19,61.81,22.03
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Ever Attended,596976,383457,213503,16,314655,222487,92163,5,282321,160970,121340,11
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Primary Completed,85667,54477,31186,4,53081,36695,16384,2,32586,17782,14802,2
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Enrolment Primary,172732,106792,65939,1,111495,73366,38128,1,61237,33426,27811,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Enrolment Middle,56134,36058,20075,1,31757,22437,9320,,24377,13621,10755,1
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Enrolment Matric,25166,15913,9252,1,12669,8644,4024,1,12497,7269,5228,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Enrolment Intermidiate,19599,12635,6964,,8906,6683,2223,,10693,5952,4741,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Enrolment Graduation above,21420,13406,8013,1,8171,6169,2001,1,13249,7237,6012,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Never to School (all),798192,347028,451101,63,664132,290138,373979,15,134060,56890,77122,48
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Drop Out (5 - 16),22409,12943,9465,1,14908,8821,6086,1,7501,4122,3379,
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Never to School (5-16),244738,107555,137179,4,216902,94979,121920,3,27836,12576,15259,1
MIRPUR KHAS,MIRPUR KHAS,DISTRICT,Out of School Children (5-16),267147,120498,146644,5,231810,103800,128006,4,35337,16698,18638,1
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Population >=5,1465397,744325,720997,75,1037158,527767,509360,31,428239,216558,211637,44
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Population >=10,1196467,608482,587910,75,839185,427377,411777,31,357282,181105,176133,44
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Literate >=10,683795,411198,272568,29,446454,274640,171803,11,237341,136558,100765,18
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Literate %,57.15,67.58,46.36,38.67,53.2,64.26000000000001,41.72,35.48,66.43000000000001,75.40000000000001,57.21,40.91
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Ever Attended,784187,468128,316035,24,505032,309308,195713,11,279155,158820,120322,13
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Primary Completed,134197,69376,64813,8,95164,49946,45214,4,39033,19430,19599,4
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Enrolment Primary,222627,113155,109471,1,152041,77107,74933,1,70586,36048,34538,
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Enrolment Middle,67398,38844,28553,1,40930,24735,16194,1,26468,14109,12359,
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Enrolment Matric,33875,20528,13347,,21184,13933,7251,,12691,6595,6096,
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Enrolment Intermidiate,23096,14739,8353,4,13516,9322,4193,1,9580,5417,4160,3
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Enrolment Graduation above,21524,14445,7079,,11415,8445,2970,,10109,6000,4109,
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Never to School (all),681210,276197,404962,51,532126,218459,313647,20,149084,57738,91315,31
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Drop Out (5 - 16),47838,22178,25659,1,35113,16147,18966,,12725,6031,6693,1
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Never to School (5-16),166825,77318,89501,6,141251,65978,75267,6,25574,11340,14234,
NAUSHAHRO FEROZE,NAUSHAHRO FEROZE,DISTRICT,Out of School Children (5-16),214663,99496,115160,7,176364,82125,94233,6,38299,17371,20927,1
SANGHAR,SANGHAR,DISTRICT,Population >=5,1929542,981398,948034,110,1389202,707998,681170,34,540340,273400,266864,76
SANGHAR,SANGHAR,DISTRICT,Population >=10,1573709,801532,772067,110,1115598,569243,546321,34,458111,232289,225746,76
SANGHAR,SANGHAR,DISTRICT,Literate >=10,687063,425659,261372,32,388675,257076,131593,6,298388,168583,129779,26
SANGHAR,SANGHAR,DISTRICT,Literate %,43.66,53.11,33.85,29.09,34.84,45.16,24.09,17.65,65.13,72.56999999999999,57.49,34.21
SANGHAR,SANGHAR,DISTRICT,Ever Attended,760389,476869,283496,24,429379,289513,139861,5,331010,187356,143635,19
SANGHAR,SANGHAR,DISTRICT,Primary Completed,133142,79822,53311,9,85090,54358,30729,3,48052,25464,22582,6
SANGHAR,SANGHAR,DISTRICT,Enrolment Primary,215653,124607,91046,,142066,86155,55911,,73587,38452,35135,
SANGHAR,SANGHAR,DISTRICT,Enrolment Middle,69705,42482,27223,,40239,26526,13713,,29466,15956,13510,
SANGHAR,SANGHAR,DISTRICT,Enrolment Matric,30562,18661,11901,,15857,11037,4820,,14705,7624,7081,
SANGHAR,SANGHAR,DISTRICT,Enrolment Intermidiate,24224,15065,9159,,11882,8464,3418,,12342,6601,5741,
SANGHAR,SANGHAR,DISTRICT,Enrolment Graduation above,23969,15184,8785,,10602,7918,2684,,13367,7266,6101,
SANGHAR,SANGHAR,DISTRICT,Never to School (all),1169153,504529,664538,86,959823,418485,541309,29,209330,86044,123229,57
SANGHAR,SANGHAR,DISTRICT,Drop Out (5 - 16),39118,19769,19347,2,25466,13137,12329,,13652,6632,7018,2
SANGHAR,SANGHAR,DISTRICT,Never to School (5-16),379577,166990,212572,15,330292,145494,184785,13,49285,21496,27787,2
SANGHAR,SANGHAR,DISTRICT,Out of School Children (5-16),418695,186759,231919,17,355758,158631,197114,13,62937,28128,34805,4
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Population >=5,1519647,772390,747190,67,1025219,522349,502850,20,494428,250041,244340,47
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Population >=10,1238322,630036,608219,67,826923,421634,405269,20,411399,208402,202950,47
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Literate >=10,629794,384736,245031,27,362749,233993,128748,8,267045,150743,116283,19
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Literate %,50.86,61.07,40.29,40.3,43.87,55.5,31.77,40,64.91,72.33,57.3,40.43
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Ever Attended,712982,441291,271672,19,405484,269068,136412,4,307498,172223,135260,15
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Primary Completed,133033,80368,52659,6,89883,56750,33132,1,43150,23618,19527,5
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Enrolment Primary,215573,120171,95402,,138764,81240,57524,,76809,38931,37878,
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Enrolment Middle,66304,39978,26326,,38386,25369,13017,,27918,14609,13309,
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Enrolment Matric,27446,17074,10372,,14873,10424,4449,,12573,6650,5923,
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Enrolment Intermidiate,20910,13231,7679,,10628,7709,2919,,10282,5522,4760,
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Enrolment Graduation above,25360,15537,9823,,10310,8044,2266,,15050,7493,7557,
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Never to School (all),806665,331099,475518,48,619735,253281,366438,16,186930,77818,109080,32
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Drop Out (5 - 16),41867,20710,21154,3,28921,14255,14664,2,12946,6455,6490,1
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Never to School (5-16),217349,90442,126905,2,174559,69694,104863,2,42790,20748,22042,
SHAHEED BENAZIRABAD,SHAHEED BENAZIRABAD,DISTRICT,Out of School Children (5-16),259216,111152,148059,5,203480,83949,119527,4,55736,27203,28532,1
SHIKARPUR,SHIKARPUR,DISTRICT,Population >=5,1112119,562007,550067,45,849026,431638,417361,27,263093,130369,132706,18
SHIKARPUR,SHIKARPUR,DISTRICT,Population >=10,872141,440178,431918,45,653735,331279,322429,27,218406,108899,109489,18
SHIKARPUR,SHIKARPUR,DISTRICT,Literate >=10,381153,231483,149648,22,229661,145626,84025,10,151492,85857,65623,12
SHIKARPUR,SHIKARPUR,DISTRICT,Literate %,43.7,52.59,34.65,48.89,35.13,43.96,26.06,37.04,69.36,78.84,59.94,66.67
SHIKARPUR,SHIKARPUR,DISTRICT,Ever Attended,421777,258369,163392,16,247609,159784,87818,7,174168,98585,75574,9
SHIKARPUR,SHIKARPUR,DISTRICT,Primary Completed,84761,46476,38281,4,57430,33659,23770,1,27331,12817,14511,3
SHIKARPUR,SHIKARPUR,DISTRICT,Enrolment Primary,121771,66100,55671,,83957,46811,37146,,37814,19289,18525,
SHIKARPUR,SHIKARPUR,DISTRICT,Enrolment Middle,39889,24366,15522,1,23511,15700,7811,,16378,8666,7711,1
SHIKARPUR,SHIKARPUR,DISTRICT,Enrolment Matric,14713,9268,5444,1,7320,5221,2098,1,7393,4047,3346,
SHIKARPUR,SHIKARPUR,DISTRICT,Enrolment Intermidiate,11491,7518,3971,2,5576,4178,1396,2,5915,3340,2575,
SHIKARPUR,SHIKARPUR,DISTRICT,Enrolment Graduation above,11975,8170,3805,,4509,3552,957,,7466,4618,2848,
SHIKARPUR,SHIKARPUR,DISTRICT,Never to School (all),690342,303638,386675,29,601417,271854,329543,20,88925,31784,57132,9
SHIKARPUR,SHIKARPUR,DISTRICT,Drop Out (5 - 16),29928,13967,15959,2,21694,10418,11275,1,8234,3549,4684,1
SHIKARPUR,SHIKARPUR,DISTRICT,Never to School (5-16),277073,132157,144908,8,253804,122886,130910,8,23269,9271,13998,
SHIKARPUR,SHIKARPUR,DISTRICT,Out of School Children (5-16),307001,146124,160867,10,275498,133304,142185,9,31503,12820,18682,1
SUJAWAL,SUJAWAL,DISTRICT,Population >=5,693810,364312,329466,32,617784,325255,292513,16,76026,39057,36953,16
SUJAWAL,SUJAWAL,DISTRICT,Population >=10,551765,289150,262583,32,487973,256242,231715,16,63792,32908,30868,16
SUJAWAL,SUJAWAL,DISTRICT,Literate >=10,149071,97430,51633,8,107350,73146,34202,2,41721,24284,17431,6
SUJAWAL,SUJAWAL,DISTRICT,Literate %,27.02,33.7,19.66,25,22,28.55,14.76,12.5,65.40000000000001,73.79000000000001,56.47,37.5
SUJAWAL,SUJAWAL,DISTRICT,Ever Attended,157130,108381,48743,6,114437,83283,31152,2,42693,25098,17591,4
SUJAWAL,SUJAWAL,DISTRICT,Primary Completed,34244,22249,11995,,25935,17860,8075,,8309,4389,3920,
SUJAWAL,SUJAWAL,DISTRICT,Enrolment Primary,53883,35645,18238,,44950,30964,13986,,8933,4681,4252,
SUJAWAL,SUJAWAL,DISTRICT,Enrolment Middle,11208,7598,3609,1,7630,5632,1997,1,3578,1966,1612,
SUJAWAL,SUJAWAL,DISTRICT,Enrolment Matric,3892,2706,1186,,2353,1845,508,,1539,861,678,
SUJAWAL,SUJAWAL,DISTRICT,Enrolment Intermidiate,3550,2616,934,,2121,1786,335,,1429,830,599,
SUJAWAL,SUJAWAL,DISTRICT,Enrolment Graduation above,4074,2959,1114,1,2123,1760,362,1,1951,1199,752,
SUJAWAL,SUJAWAL,DISTRICT,Never to School (all),536680,255931,280723,26,503347,241972,261361,14,33333,13959,19362,12
SUJAWAL,SUJAWAL,DISTRICT,Drop Out (5 - 16),9530,5299,4231,,7982,4592,3390,,1548,707,841,
SUJAWAL,SUJAWAL,DISTRICT,Never to School (5-16),198234,96931,101300,3,188406,92230,96173,3,9828,4701,5127,
SUJAWAL,SUJAWAL,DISTRICT,Out of School Children (5-16),207764,102230,105531,3,196388,96822,99563,3,11376,5408,5968,
SUKKUR,SUKKUR,DISTRICT,Population >=5,1337429,709577,627778,74,668922,355875,313030,17,668507,353702,314748,57
SUKKUR,SUKKUR,DISTRICT,Population >=10,1086116,574494,511548,74,527587,279485,248085,17,558529,295009,263463,57
SUKKUR,SUKKUR,DISTRICT,Literate >=10,632719,391238,241447,34,238658,159883,78771,4,394061,231355,162676,30
SUKKUR,SUKKUR,DISTRICT,Literate %,58.26,68.09999999999999,47.2,45.95,45.24,57.21,31.75,23.53,70.55,78.42,61.75,52.63
SUKKUR,SUKKUR,DISTRICT,Ever Attended,715020,447065,267931,24,259531,178891,80637,3,455489,268174,187294,21
SUKKUR,SUKKUR,DISTRICT,Primary Completed,119906,70078,49823,5,59254,37549,21704,1,60652,32529,28119,4
SUKKUR,SUKKUR,DISTRICT,Enrolment Primary,174938,101948,72990,,78953,48327,30626,,95985,53621,42364,
SUKKUR,SUKKUR,DISTRICT,Enrolment Middle,68822,42263,26559,,25101,17393,7708,,43721,24870,18851,
SUKKUR,SUKKUR,DISTRICT,Enrolment Matric,31981,20785,11193,3,9211,7068,2141,2,22770,13717,9052,1
SUKKUR,SUKKUR,DISTRICT,Enrolment Intermidiate,22484,14812,7671,1,6471,5194,1277,,16013,9618,6394,1
SUKKUR,SUKKUR,DISTRICT,Enrolment Graduation above,23510,15569,7939,2,5179,4335,844,,18331,11234,7095,2
SUKKUR,SUKKUR,DISTRICT,Never to School (all),622409,262512,359847,50,409391,176984,232393,14,213018,85528,127454,36
SUKKUR,SUKKUR,DISTRICT,Drop Out (5 - 16),39980,20976,19003,1,19992,10693,9299,,19988,10283,9704,1
SUKKUR,SUKKUR,DISTRICT,Never to School (5-16),197290,91925,105360,5,146042,68726,77312,4,51248,23199,28048,1
SUKKUR,SUKKUR,DISTRICT,Out of School Children (5-16),237270,112901,124363,6,166034,79419,86611,4,71236,33482,37752,2
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Population >=5,762294,387733,374540,21,518420,264135,254281,4,243874,123598,120259,17
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Population >=10,621796,316628,305147,21,417035,212485,204546,4,204761,104143,100601,17
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Literate >=10,247486,151412,96064,10,135081,87382,47697,2,112405,64030,48367,8
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Literate %,39.8,47.82,31.48,47.62,32.39,41.12,23.32,50,54.9,61.48,48.08,47.06
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Ever Attended,284824,174060,110756,8,156813,101988,54824,1,128011,72072,55932,7
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Primary Completed,45635,26585,19048,2,27495,16509,10985,1,18140,10076,8063,1
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Enrolment Primary,81682,46325,35357,,51301,30315,20986,,30381,16010,14371,
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Enrolment Middle,22938,13088,9849,1,12286,7683,4603,,10652,5405,5246,1
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Enrolment Matric,10754,6134,4620,,5188,3530,1658,,5566,2604,2962,
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Enrolment Intermidiate,8839,5555,3284,,4582,3225,1357,,4257,2330,1927,
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Enrolment Graduation above,7975,5137,2838,,3674,2691,983,,4301,2446,1855,
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Never to School (all),477470,213673,263784,13,361607,162147,199457,3,115863,51526,64327,10
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Drop Out (5 - 16),17361,8861,8499,1,10839,5673,5165,1,6522,3188,3334,
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Never to School (5-16),153128,71006,82120,2,122875,56605,66268,2,30253,14401,15852,
TANDO ALLAHYAR,TANDO ALLAHYAR,DISTRICT,Out of School Children (5-16),170489,79867,90619,3,133714,62278,71433,3,36775,17589,19186,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Population >=5,617819,321434,296364,21,477514,248463,229045,6,140305,72971,67319,15
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Population >=10,502611,261263,241327,21,385121,200215,184900,6,117490,61048,56427,15
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Literate >=10,171013,110621,60386,6,108688,73291,35394,3,62325,37330,24992,3
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Literate %,34.02,42.34,25.02,28.57,28.22,36.61,19.14,50,53.05,61.15,44.29,20
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Ever Attended,193841,126601,67235,5,125782,85394,40385,3,68059,41207,26850,2
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Primary Completed,39439,24907,14530,2,27440,17894,9545,1,11999,7013,4985,1
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Enrolment Primary,61576,36786,24789,1,45216,27567,17648,1,16360,9219,7141,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Enrolment Middle,16043,10321,5722,,10594,7192,3402,,5449,3129,2320,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Enrolment Matric,7233,4980,2253,,4490,3323,1167,,2743,1657,1086,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Enrolment Intermidiate,5446,3797,1649,,3225,2469,756,,2221,1328,893,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Enrolment Graduation above,6077,4148,1929,,3110,2387,723,,2967,1761,1206,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Never to School (all),423978,194833,229129,16,351732,163069,188660,3,72246,31764,40469,13
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Drop Out (5 - 16),10065,5428,4637,,7497,4031,3466,,2568,1397,1171,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Never to School (5-16),131756,62818,68937,1,111605,53339,58265,1,20151,9479,10672,
TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,DISTRICT,Out of School Children (5-16),141821,68246,73574,1,119102,57370,61731,1,22719,10876,11843,
THARPARKAR,THARPARKAR,DISTRICT,Population >=5,1396273,724115,672125,33,1275555,661166,614359,30,120718,62949,57766,3
THARPARKAR,THARPARKAR,DISTRICT,Population >=10,1088975,561892,527050,33,989963,510181,479752,30,99012,51711,47298,3
THARPARKAR,THARPARKAR,DISTRICT,Literate >=10,396323,272515,123804,4,333945,233838,100103,4,62378,38677,23701,
THARPARKAR,THARPARKAR,DISTRICT,Literate %,36.39,48.5,23.49,12.12,33.73,45.83,20.87,13.33,63,74.79000000000001,50.11,
THARPARKAR,THARPARKAR,DISTRICT,Ever Attended,464904,324701,140202,1,390760,279074,111685,1,74144,45627,28517,
THARPARKAR,THARPARKAR,DISTRICT,Primary Completed,81156,54752,26404,,71415,49395,22020,,9741,5357,4384,
THARPARKAR,THARPARKAR,DISTRICT,Enrolment Primary,175092,107498,67594,,156520,97357,59163,,18572,10141,8431,
THARPARKAR,THARPARKAR,DISTRICT,Enrolment Middle,46847,33410,13437,,39284,29278,10006,,7563,4132,3431,
THARPARKAR,THARPARKAR,DISTRICT,Enrolment Matric,15698,11905,3793,,12312,9867,2445,,3386,2038,1348,
THARPARKAR,THARPARKAR,DISTRICT,Enrolment Intermidiate,11887,9344,2543,,8919,7521,1398,,2968,1823,1145,
THARPARKAR,THARPARKAR,DISTRICT,Enrolment Graduation above,12124,9929,2195,,7974,7147,827,,4150,2782,1368,
THARPARKAR,THARPARKAR,DISTRICT,Never to School (all),931369,399414,531923,32,884795,382092,502674,29,46574,17322,29249,3
THARPARKAR,THARPARKAR,DISTRICT,Drop Out (5 - 16),25827,13807,12020,,23785,12822,10963,,2042,985,1057,
