name_admin_unit,part_of_district,admin_unit,disab_func_lim,all_sexes_overall,male_overall,female_overall,all_sexes_rural,male_rural,female_rural,all_sexes_urban,male_urban,female_urban
SADDAR,KARACHI SOUTH,SUB-DIVISION,Population,159363,85988,73375,,,,159363,85988,73375
SADDAR,KARACHI SOUTH,SUB-DIVISION,Disability,10772,5820,4952,,,,10772,5820,4952
SADDAR,KARACHI SOUTH,SUB-DIVISION,Functional limitation,27694,14470,13224,,,,27694,14470,13224
SADDAR,KARACHI SOUTH,SUB-DIVISION,Seeing,5183,2867,2316,,,,5183,2867,2316
SADDAR,KARACHI SOUTH,SUB-DIVISION,Hearing,5815,3208,2607,,,,5815,3208,2607
SADDAR,KARACHI SOUTH,SUB-DIVISION,Walking/ Climbing,7324,3976,3348,,,,7324,3976,3348
SADDAR,KARACHI SOUTH,SUB-DIVISION,Communication,2968,1443,1525,,,,2968,1443,1525
SADDAR,KARACHI SOUTH,SUB-DIVISION,Memorization/ Focus,4279,2014,2265,,,,4279,2014,2265
SADDAR,KARACHI SOUTH,SUB-DIVISION,Self care etc,3576,1760,1816,,,,3576,1760,1816
KARACHI WEST,KARACHI WEST,DISTRICT,Population,2679380,1415627,1263753,248952,132592,116360,2430428,1283035,1147393
KARACHI WEST,KARACHI WEST,DISTRICT,Disability,54306,34203,20103,4479,2877,1602,49827,31326,18501
KARACHI WEST,KARACHI WEST,DISTRICT,Functional limitation,250872,147213,103659,21691,13031,8660,229181,134182,94999
KARACHI WEST,KARACHI WEST,DISTRICT,Seeing,48713,28487,20226,4083,2452,1631,44630,26035,18595
KARACHI WEST,KARACHI WEST,DISTRICT,Hearing,54887,31983,22904,4740,2817,1923,50147,29166,20981
KARACHI WEST,KARACHI WEST,DISTRICT,Walking/ Climbing,77875,45869,32006,6836,4153,2683,71039,41716,29323
KARACHI WEST,KARACHI WEST,DISTRICT,Communication,26054,15790,10264,2219,1326,893,23835,14464,9371
KARACHI WEST,KARACHI WEST,DISTRICT,Memorization/ Focus,37910,22638,15272,3503,2111,1392,34407,20527,13880
KARACHI WEST,KARACHI WEST,DISTRICT,Self care etc,27685,16301,11384,2461,1563,898,25224,14738,10486
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Population,1081753,573139,508614,248952,132592,116360,832801,440547,392254
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Disability,17805,11420,6385,4479,2877,1602,13326,8543,4783
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Functional limitation,99583,58539,41044,21691,13031,8660,77892,45508,32384
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Seeing,18669,10913,7756,4083,2452,1631,14586,8461,6125
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Hearing,21845,12740,9105,4740,2817,1923,17105,9923,7182
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Walking/ Climbing,30937,18265,12672,6836,4153,2683,24101,14112,9989
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Communication,9830,5797,4033,2219,1326,893,7611,4471,3140
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Memorization/ Focus,14939,8938,6001,3503,2111,1392,11436,6827,4609
MANGHOPIR,KARACHI WEST,SUB-DIVISION,Self care etc,11115,6677,4438,2461,1563,898,8654,5114,3540
MOMINABAD,KARACHI WEST,SUB-DIVISION,Population,1000708,525590,475118,,,,1000708,525590,475118
MOMINABAD,KARACHI WEST,SUB-DIVISION,Disability,14945,9715,5230,,,,14945,9715,5230
MOMINABAD,KARACHI WEST,SUB-DIVISION,Functional limitation,89545,52390,37155,,,,89545,52390,37155
MOMINABAD,KARACHI WEST,SUB-DIVISION,Seeing,17901,10510,7391,,,,17901,10510,7391
MOMINABAD,KARACHI WEST,SUB-DIVISION,Hearing,20104,11674,8430,,,,20104,11674,8430
MOMINABAD,KARACHI WEST,SUB-DIVISION,Walking/ Climbing,29366,17285,12081,,,,29366,17285,12081
MOMINABAD,KARACHI WEST,SUB-DIVISION,Communication,9355,5716,3639,,,,9355,5716,3639
MOMINABAD,KARACHI WEST,SUB-DIVISION,Memorization/ Focus,13630,8065,5565,,,,13630,8065,5565
MOMINABAD,KARACHI WEST,SUB-DIVISION,Self care etc,9227,5363,3864,,,,9227,5363,3864
ORANGI,KARACHI WEST,SUB-DIVISION,Population,596919,316898,280021,,,,596919,316898,280021
ORANGI,KARACHI WEST,SUB-DIVISION,Disability,21556,13068,8488,,,,21556,13068,8488
ORANGI,KARACHI WEST,SUB-DIVISION,Functional limitation,61744,36284,25460,,,,61744,36284,25460
ORANGI,KARACHI WEST,SUB-DIVISION,Seeing,12143,7064,5079,,,,12143,7064,5079
ORANGI,KARACHI WEST,SUB-DIVISION,Hearing,12938,7569,5369,,,,12938,7569,5369
ORANGI,KARACHI WEST,SUB-DIVISION,Walking/ Climbing,17572,10319,7253,,,,17572,10319,7253
ORANGI,KARACHI WEST,SUB-DIVISION,Communication,6869,4277,2592,,,,6869,4277,2592
ORANGI,KARACHI WEST,SUB-DIVISION,Memorization/ Focus,9341,5635,3706,,,,9341,5635,3706
ORANGI,KARACHI WEST,SUB-DIVISION,Self care etc,7343,4261,3082,,,,7343,4261,3082
KASHMORE,KASHMORE,DISTRICT,Population,1233957,628311,605646,962174,492662,469512,271783,135649,136134
KASHMORE,KASHMORE,DISTRICT,Disability,25679,13062,12617,22195,11281,10914,3484,1781,1703
KASHMORE,KASHMORE,DISTRICT,Functional limitation,72199,40709,31490,58257,32694,25563,13942,8015,5927
KASHMORE,KASHMORE,DISTRICT,Seeing,13431,7645,5786,10648,6048,4600,2783,1597,1186
KASHMORE,KASHMORE,DISTRICT,Hearing,14397,8327,6070,11509,6616,4893,2888,1711,1177
KASHMORE,KASHMORE,DISTRICT,Walking/ Climbing,24425,13615,10810,19093,10637,8456,5332,2978,2354
KASHMORE,KASHMORE,DISTRICT,Communication,7921,4442,3479,6409,3606,2803,1512,836,676
KASHMORE,KASHMORE,DISTRICT,Memorization/ Focus,10805,6064,4741,8609,4807,3802,2196,1257,939
KASHMORE,KASHMORE,DISTRICT,Self care etc,8163,4515,3648,6849,3762,3087,1314,753,561
KANDHKOT,KASHMORE,TALUKA,Population,407593,209407,198186,264961,139012,125949,142632,70395,72237
KANDHKOT,KASHMORE,TALUKA,Disability,4378,2233,2145,2486,1284,1202,1892,949,943
KANDHKOT,KASHMORE,TALUKA,Functional limitation,19948,11588,8360,12096,7108,4988,7852,4480,3372
KANDHKOT,KASHMORE,TALUKA,Seeing,3771,2190,1581,2174,1289,885,1597,901,696
KANDHKOT,KASHMORE,TALUKA,Hearing,4043,2419,1624,2392,1441,951,1651,978,673
KANDHKOT,KASHMORE,TALUKA,Walking/ Climbing,7134,4025,3109,4095,2338,1757,3039,1687,1352
KANDHKOT,KASHMORE,TALUKA,Communication,1751,1026,725,951,565,386,800,461,339
KANDHKOT,KASHMORE,TALUKA,Memorization/ Focus,2788,1620,1168,1592,946,646,1196,674,522
KANDHKOT,KASHMORE,TALUKA,Self care etc,2096,1207,889,1332,773,559,764,434,330
KASHMORE,KASHMORE,TALUKA,Population,487601,245511,242090,390515,196443,194072,97086,49068,48018
KASHMORE,KASHMORE,TALUKA,Disability,8491,4427,4064,7324,3799,3525,1167,628,539
KASHMORE,KASHMORE,TALUKA,Functional limitation,26869,15304,11565,22035,12449,9586,4834,2855,1979
KASHMORE,KASHMORE,TALUKA,Seeing,5143,2968,2175,4162,2384,1778,981,584,397
KASHMORE,KASHMORE,TALUKA,Hearing,5384,3144,2240,4344,2526,1818,1040,618,422
KASHMORE,KASHMORE,TALUKA,Walking/ Climbing,9869,5527,4342,7988,4459,3529,1881,1068,813
KASHMORE,KASHMORE,TALUKA,Communication,2821,1608,1213,2321,1321,1000,500,287,213
KASHMORE,KASHMORE,TALUKA,Memorization/ Focus,4012,2275,1737,3226,1824,1402,786,451,335
KASHMORE,KASHMORE,TALUKA,Self care etc,2833,1584,1249,2373,1312,1061,460,272,188
TANGWANI,KASHMORE,TALUKA,Population,338763,173393,165370,306698,157207,149491,32065,16186,15879
TANGWANI,KASHMORE,TALUKA,Disability,12810,6402,6408,12385,6198,6187,425,204,221
TANGWANI,KASHMORE,TALUKA,Functional limitation,25382,13817,11565,24126,13137,10989,1256,680,576
TANGWANI,KASHMORE,TALUKA,Seeing,4517,2487,2030,4312,2375,1937,205,112,93
TANGWANI,KASHMORE,TALUKA,Hearing,4970,2764,2206,4773,2649,2124,197,115,82
TANGWANI,KASHMORE,TALUKA,Walking/ Climbing,7422,4063,3359,7010,3840,3170,412,223,189
TANGWANI,KASHMORE,TALUKA,Communication,3349,1808,1541,3137,1720,1417,212,88,124
TANGWANI,KASHMORE,TALUKA,Memorization/ Focus,4005,2169,1836,3791,2037,1754,214,132,82
TANGWANI,KASHMORE,TALUKA,Self care etc,3234,1724,1510,3144,1677,1467,90,47,43
KEAMARI,KEAMARI,DISTRICT,Population,2066574,1099937,966637,,,,2066574,1099937,966637
KEAMARI,KEAMARI,DISTRICT,Disability,40393,20959,19434,,,,40393,20959,19434
KEAMARI,KEAMARI,DISTRICT,Functional limitation,202235,114362,87873,,,,202235,114362,87873
KEAMARI,KEAMARI,DISTRICT,Seeing,38944,22215,16729,,,,38944,22215,16729
KEAMARI,KEAMARI,DISTRICT,Hearing,44809,25814,18995,,,,44809,25814,18995
KEAMARI,KEAMARI,DISTRICT,Walking/ Climbing,61451,34593,26858,,,,61451,34593,26858
KEAMARI,KEAMARI,DISTRICT,Communication,20301,11650,8651,,,,20301,11650,8651
KEAMARI,KEAMARI,DISTRICT,Memorization/ Focus,30778,17670,13108,,,,30778,17670,13108
KEAMARI,KEAMARI,DISTRICT,Self care etc,22548,12596,9952,,,,22548,12596,9952
BALDIA,KEAMARI,SUB-DIVISION,Population,948399,498176,450223,,,,948399,498176,450223
BALDIA,KEAMARI,SUB-DIVISION,Disability,12909,6413,6496,,,,12909,6413,6496
BALDIA,KEAMARI,SUB-DIVISION,Functional limitation,86697,48631,38066,,,,86697,48631,38066
BALDIA,KEAMARI,SUB-DIVISION,Seeing,16895,9655,7240,,,,16895,9655,7240
BALDIA,KEAMARI,SUB-DIVISION,Hearing,19571,11259,8312,,,,19571,11259,8312
BALDIA,KEAMARI,SUB-DIVISION,Walking/ Climbing,27219,15196,12023,,,,27219,15196,12023
BALDIA,KEAMARI,SUB-DIVISION,Communication,8728,4993,3735,,,,8728,4993,3735
BALDIA,KEAMARI,SUB-DIVISION,Memorization/ Focus,13332,7547,5785,,,,13332,7547,5785
BALDIA,KEAMARI,SUB-DIVISION,Self care etc,9377,5096,4281,,,,9377,5096,4281
KEAMARI,KEAMARI,SUB-DIVISION,Population,451147,242799,208348,,,,451147,242799,208348
KEAMARI,KEAMARI,SUB-DIVISION,Disability,6334,3547,2787,,,,6334,3547,2787
KEAMARI,KEAMARI,SUB-DIVISION,Functional limitation,40711,23752,16959,,,,40711,23752,16959
KEAMARI,KEAMARI,SUB-DIVISION,Seeing,7735,4434,3301,,,,7735,4434,3301
KEAMARI,KEAMARI,SUB-DIVISION,Hearing,9141,5277,3864,,,,9141,5277,3864
KEAMARI,KEAMARI,SUB-DIVISION,Walking/ Climbing,12310,7191,5119,,,,12310,7191,5119
KEAMARI,KEAMARI,SUB-DIVISION,Communication,3669,2187,1482,,,,3669,2187,1482
KEAMARI,KEAMARI,SUB-DIVISION,Memorization/ Focus,6062,3685,2377,,,,6062,3685,2377
KEAMARI,KEAMARI,SUB-DIVISION,Self care etc,4615,2766,1849,,,,4615,2766,1849
MAURIPUR,KEAMARI,SUB-DIVISION,Population,217930,115156,102774,,,,217930,115156,102774
MAURIPUR,KEAMARI,SUB-DIVISION,Disability,12399,6450,5949,,,,12399,6450,5949
MAURIPUR,KEAMARI,SUB-DIVISION,Functional limitation,30073,16355,13718,,,,30073,16355,13718
MAURIPUR,KEAMARI,SUB-DIVISION,Seeing,5870,3197,2673,,,,5870,3197,2673
MAURIPUR,KEAMARI,SUB-DIVISION,Hearing,6208,3543,2665,,,,6208,3543,2665
MAURIPUR,KEAMARI,SUB-DIVISION,Walking/ Climbing,8367,4513,3854,,,,8367,4513,3854
MAURIPUR,KEAMARI,SUB-DIVISION,Communication,3379,1809,1570,,,,3379,1809,1570
MAURIPUR,KEAMARI,SUB-DIVISION,Memorization/ Focus,4570,2493,2077,,,,4570,2493,2077
MAURIPUR,KEAMARI,SUB-DIVISION,Self care etc,3625,1928,1697,,,,3625,1928,1697
SITE,KEAMARI,SUB-DIVISION,Population,449098,243806,205292,,,,449098,243806,205292
SITE,KEAMARI,SUB-DIVISION,Disability,8751,4549,4202,,,,8751,4549,4202
SITE,KEAMARI,SUB-DIVISION,Functional limitation,44754,25624,19130,,,,44754,25624,19130
SITE,KEAMARI,SUB-DIVISION,Seeing,8444,4929,3515,,,,8444,4929,3515
SITE,KEAMARI,SUB-DIVISION,Hearing,9889,5735,4154,,,,9889,5735,4154
SITE,KEAMARI,SUB-DIVISION,Walking/ Climbing,13555,7693,5862,,,,13555,7693,5862
SITE,KEAMARI,SUB-DIVISION,Communication,4525,2661,1864,,,,4525,2661,1864
SITE,KEAMARI,SUB-DIVISION,Memorization/ Focus,6814,3945,2869,,,,6814,3945,2869
SITE,KEAMARI,SUB-DIVISION,Self care etc,4931,2806,2125,,,,4931,2806,2125
KHAIRPUR,KHAIRPUR,DISTRICT,Population,2597448,1316022,1281426,1753186,889077,864109,844262,426945,417317
KHAIRPUR,KHAIRPUR,DISTRICT,Disability,64938,31183,33755,43192,20792,22400,21746,10391,11355
KHAIRPUR,KHAIRPUR,DISTRICT,Functional limitation,202347,96608,105739,133575,63759,69816,68772,32849,35923
KHAIRPUR,KHAIRPUR,DISTRICT,Seeing,39006,19113,19893,25949,12665,13284,13057,6448,6609
KHAIRPUR,KHAIRPUR,DISTRICT,Hearing,41209,19815,21394,27515,13188,14327,13694,6627,7067
KHAIRPUR,KHAIRPUR,DISTRICT,Walking/ Climbing,69727,34174,35553,45756,22524,23232,23971,11650,12321
KHAIRPUR,KHAIRPUR,DISTRICT,Communication,21925,11064,10861,14900,7506,7394,7025,3558,3467
KHAIRPUR,KHAIRPUR,DISTRICT,Memorization/ Focus,30763,14967,15796,20162,9790,10372,10601,5177,5424
KHAIRPUR,KHAIRPUR,DISTRICT,Self care etc,20961,9497,11464,13597,6160,7437,7364,3337,4027
FAIZ GANJ,KHAIRPUR,TALUKA,Population,243254,122433,120821,194539,97918,96621,48715,24515,24200
FAIZ GANJ,KHAIRPUR,TALUKA,Disability,7718,3651,4067,6449,3004,3445,1269,647,622
FAIZ GANJ,KHAIRPUR,TALUKA,Functional limitation,20498,9710,10788,16478,7792,8686,4020,1918,2102
FAIZ GANJ,KHAIRPUR,TALUKA,Seeing,3896,1849,2047,3189,1506,1683,707,343,364
FAIZ GANJ,KHAIRPUR,TALUKA,Hearing,4193,1943,2250,3435,1590,1845,758,353,405
FAIZ GANJ,KHAIRPUR,TALUKA,Walking/ Climbing,7470,3625,3845,5931,2910,3021,1539,715,824
FAIZ GANJ,KHAIRPUR,TALUKA,Communication,2535,1338,1197,2123,1129,994,412,209,203
FAIZ GANJ,KHAIRPUR,TALUKA,Memorization/ Focus,2914,1424,1490,2360,1158,1202,554,266,288
FAIZ GANJ,KHAIRPUR,TALUKA,Self care etc,2026,950,1076,1559,682,877,467,268,199
GAMBAT,KHAIRPUR,TALUKA,Population,286128,144646,141482,181776,92189,89587,104352,52457,51895
GAMBAT,KHAIRPUR,TALUKA,Disability,9407,4269,5138,4445,2005,2440,4962,2264,2698
GAMBAT,KHAIRPUR,TALUKA,Functional limitation,24454,11383,13071,13639,6351,7288,10815,5032,5783
GAMBAT,KHAIRPUR,TALUKA,Seeing,4998,2431,2567,2907,1425,1482,2091,1006,1085
GAMBAT,KHAIRPUR,TALUKA,Hearing,4487,2126,2361,2593,1249,1344,1894,877,1017
GAMBAT,KHAIRPUR,TALUKA,Walking/ Climbing,8633,4139,4494,4747,2305,2442,3886,1834,2052
GAMBAT,KHAIRPUR,TALUKA,Communication,2544,1138,1406,1430,635,795,1114,503,611
GAMBAT,KHAIRPUR,TALUKA,Memorization/ Focus,3394,1564,1830,1935,858,1077,1459,706,753
GAMBAT,KHAIRPUR,TALUKA,Self care etc,2373,1093,1280,1182,530,652,1191,563,628
KHAIRPUR,KHAIRPUR,TALUKA,Population,465233,232824,232409,217992,109238,108754,247241,123586,123655
KHAIRPUR,KHAIRPUR,TALUKA,Disability,10831,5282,5549,3945,1900,2045,6886,3382,3504
KHAIRPUR,KHAIRPUR,TALUKA,Functional limitation,36978,17707,19271,15106,7127,7979,21872,10580,11292
KHAIRPUR,KHAIRPUR,TALUKA,Seeing,7290,3575,3715,3106,1495,1611,4184,2080,2104
KHAIRPUR,KHAIRPUR,TALUKA,Hearing,7530,3563,3967,3147,1443,1704,4383,2120,2263
KHAIRPUR,KHAIRPUR,TALUKA,Walking/ Climbing,13274,6557,6717,5603,2755,2848,7671,3802,3869
KHAIRPUR,KHAIRPUR,TALUKA,Communication,3704,1842,1862,1515,737,778,2189,1105,1084
KHAIRPUR,KHAIRPUR,TALUKA,Memorization/ Focus,5655,2745,2910,2335,1125,1210,3320,1620,1700
KHAIRPUR,KHAIRPUR,TALUKA,Self care etc,3728,1693,2035,1373,598,775,2355,1095,1260
KINGRI,KHAIRPUR,TALUKA,Population,370218,188012,182206,263846,133433,130413,106372,54579,51793
KINGRI,KHAIRPUR,TALUKA,Disability,7948,3833,4115,6389,3089,3300,1559,744,815
KINGRI,KHAIRPUR,TALUKA,Functional limitation,26751,12791,13960,19725,9374,10351,7026,3417,3609
KINGRI,KHAIRPUR,TALUKA,Seeing,5059,2471,2588,3616,1740,1876,1443,731,712
KINGRI,KHAIRPUR,TALUKA,Hearing,5315,2580,2735,3750,1795,1955,1565,785,780
KINGRI,KHAIRPUR,TALUKA,Walking/ Climbing,9627,4748,4879,7094,3480,3614,2533,1268,1265
KINGRI,KHAIRPUR,TALUKA,Communication,2683,1345,1338,1946,953,993,737,392,345
KINGRI,KHAIRPUR,TALUKA,Memorization/ Focus,4020,1943,2077,2885,1374,1511,1135,569,566
KINGRI,KHAIRPUR,TALUKA,Self care etc,2766,1262,1504,2058,934,1124,708,328,380
KOT DIJI,KHAIRPUR,TALUKA,Population,385872,198656,187216,291472,150061,141411,94400,48595,45805
KOT DIJI,KHAIRPUR,TALUKA,Disability,6525,3201,3324,5186,2569,2617,1339,632,707
KOT DIJI,KHAIRPUR,TALUKA,Functional limitation,26639,12778,13861,20488,9886,10602,6151,2892,3259
KOT DIJI,KHAIRPUR,TALUKA,Seeing,5234,2573,2661,4080,2005,2075,1154,568,586
KOT DIJI,KHAIRPUR,TALUKA,Hearing,5691,2759,2932,4417,2154,2263,1274,605,669
KOT DIJI,KHAIRPUR,TALUKA,Walking/ Climbing,9222,4569,4653,7139,3567,3572,2083,1002,1081
KOT DIJI,KHAIRPUR,TALUKA,Communication,2796,1446,1350,2252,1179,1073,544,267,277
KOT DIJI,KHAIRPUR,TALUKA,Memorization/ Focus,4086,2004,2082,3204,1580,1624,882,424,458
KOT DIJI,KHAIRPUR,TALUKA,Self care etc,2633,1171,1462,2004,890,1114,629,281,348
MIRWAH,KHAIRPUR,TALUKA,Population,379615,192341,187274,278046,140786,137260,101569,51555,50014
MIRWAH,KHAIRPUR,TALUKA,Disability,6746,3336,3410,4993,2502,2491,1753,834,919
MIRWAH,KHAIRPUR,TALUKA,Functional limitation,26452,12709,13743,19255,9285,9970,7197,3424,3773
MIRWAH,KHAIRPUR,TALUKA,Seeing,5244,2596,2648,3790,1887,1903,1454,709,745
MIRWAH,KHAIRPUR,TALUKA,Hearing,5563,2699,2864,4060,1991,2069,1503,708,795
MIRWAH,KHAIRPUR,TALUKA,Walking/ Climbing,9735,4833,4902,7134,3556,3578,2601,1277,1324
MIRWAH,KHAIRPUR,TALUKA,Communication,2876,1497,1379,2125,1107,1018,751,390,361
MIRWAH,KHAIRPUR,TALUKA,Memorization/ Focus,3959,1937,2022,2877,1410,1467,1082,527,555
MIRWAH,KHAIRPUR,TALUKA,Self care etc,2460,1104,1356,1776,799,977,684,305,379
NARA,KHAIRPUR,TALUKA,Population,173968,89407,84561,133663,68903,64760,40305,20504,19801
NARA,KHAIRPUR,TALUKA,Disability,9545,4665,4880,7501,3674,3827,2044,991,1053
NARA,KHAIRPUR,TALUKA,Functional limitation,17953,8784,9169,13935,6841,7094,4018,1943,2075
NARA,KHAIRPUR,TALUKA,Seeing,3052,1528,1524,2477,1241,1236,575,287,288
NARA,KHAIRPUR,TALUKA,Hearing,3981,2003,1978,3192,1561,1631,789,442,347
NARA,KHAIRPUR,TALUKA,Walking/ Climbing,3895,1926,1969,2858,1452,1406,1037,474,563
NARA,KHAIRPUR,TALUKA,Communication,2506,1180,1326,1976,905,1071,530,275,255
NARA,KHAIRPUR,TALUKA,Memorization/ Focus,3227,1593,1634,2246,1077,1169,981,516,465
NARA,KHAIRPUR,TALUKA,Self care etc,2551,1257,1294,2042,1101,941,509,156,353
SOBHO DERO,KHAIRPUR,TALUKA,Population,293160,147703,145457,191852,96549,95303,101308,51154,50154
SOBHO DERO,KHAIRPUR,TALUKA,Disability,6218,2946,3272,4284,2049,2235,1934,897,1037
SOBHO DERO,KHAIRPUR,TALUKA,Functional limitation,22622,10746,11876,14949,7103,7846,7673,3643,4030
SOBHO DERO,KHAIRPUR,TALUKA,Seeing,4233,2090,2143,2784,1366,1418,1449,724,725
SOBHO DERO,KHAIRPUR,TALUKA,Hearing,4449,2142,2307,2921,1405,1516,1528,737,791
SOBHO DERO,KHAIRPUR,TALUKA,Walking/ Climbing,7871,3777,4094,5250,2499,2751,2621,1278,1343
SOBHO DERO,KHAIRPUR,TALUKA,Communication,2281,1278,1003,1533,861,672,748,417,331
SOBHO DERO,KHAIRPUR,TALUKA,Memorization/ Focus,3508,1757,1751,2320,1208,1112,1188,549,639
SOBHO DERO,KHAIRPUR,TALUKA,Self care etc,2424,967,1457,1603,626,977,821,341,480
KORANGI,KORANGI,DISTRICT,Population,3127976,1650360,1477616,,,,3127976,1650360,1477616
KORANGI,KORANGI,DISTRICT,Disability,70150,35690,34460,,,,70150,35690,34460
KORANGI,KORANGI,DISTRICT,Functional limitation,356014,202059,153955,,,,356014,202059,153955
KORANGI,KORANGI,DISTRICT,Seeing,66543,38200,28343,,,,66543,38200,28343
KORANGI,KORANGI,DISTRICT,Hearing,78283,45039,33244,,,,78283,45039,33244
KORANGI,KORANGI,DISTRICT,Walking/ Climbing,106248,59983,46265,,,,106248,59983,46265
KORANGI,KORANGI,DISTRICT,Communication,35220,20238,14982,,,,35220,20238,14982
KORANGI,KORANGI,DISTRICT,Memorization/ Focus,51993,29765,22228,,,,51993,29765,22228
KORANGI,KORANGI,DISTRICT,Self care etc,40601,22603,17998,,,,40601,22603,17998
KORANGI,KORANGI,SUB-DIVISION,Population,1362998,720832,642166,,,,1362998,720832,642166
KORANGI,KORANGI,SUB-DIVISION,Disability,16809,9194,7615,,,,16809,9194,7615
KORANGI,KORANGI,SUB-DIVISION,Functional limitation,132046,76949,55097,,,,132046,76949,55097
KORANGI,KORANGI,SUB-DIVISION,Seeing,24362,14418,9944,,,,24362,14418,9944
KORANGI,KORANGI,SUB-DIVISION,Hearing,29653,17437,12216,,,,29653,17437,12216
KORANGI,KORANGI,SUB-DIVISION,Walking/ Climbing,40324,23318,17006,,,,40324,23318,17006
KORANGI,KORANGI,SUB-DIVISION,Communication,13104,7765,5339,,,,13104,7765,5339
KORANGI,KORANGI,SUB-DIVISION,Memorization/ Focus,19389,11582,7807,,,,19389,11582,7807
KORANGI,KORANGI,SUB-DIVISION,Self care etc,14146,8101,6045,,,,14146,8101,6045
LANDHI,KORANGI,SUB-DIVISION,Population,681293,357885,323408,,,,681293,357885,323408
LANDHI,KORANGI,SUB-DIVISION,Disability,11130,5651,5479,,,,11130,5651,5479
LANDHI,KORANGI,SUB-DIVISION,Functional limitation,77154,43984,33170,,,,77154,43984,33170
LANDHI,KORANGI,SUB-DIVISION,Seeing,14485,8410,6075,,,,14485,8410,6075
LANDHI,KORANGI,SUB-DIVISION,Hearing,17396,10094,7302,,,,17396,10094,7302
LANDHI,KORANGI,SUB-DIVISION,Walking/ Climbing,23599,13334,10265,,,,23599,13334,10265
LANDHI,KORANGI,SUB-DIVISION,Communication,6667,3906,2761,,,,6667,3906,2761
LANDHI,KORANGI,SUB-DIVISION,Memorization/ Focus,10999,6134,4865,,,,10999,6134,4865
LANDHI,KORANGI,SUB-DIVISION,Self care etc,8860,4947,3913,,,,8860,4947,3913
MODEL COLONY,KORANGI,SUB-DIVISION,Population,441791,231607,210184,,,,441791,231607,210184
MODEL COLONY,KORANGI,SUB-DIVISION,Disability,31059,15410,15649,,,,31059,15410,15649
MODEL COLONY,KORANGI,SUB-DIVISION,Functional limitation,76739,41705,35034,,,,76739,41705,35034
MODEL COLONY,KORANGI,SUB-DIVISION,Seeing,13809,7620,6189,,,,13809,7620,6189
MODEL COLONY,KORANGI,SUB-DIVISION,Hearing,15807,8818,6989,,,,15807,8818,6989
MODEL COLONY,KORANGI,SUB-DIVISION,Walking/ Climbing,21031,11421,9610,,,,21031,11421,9610
MODEL COLONY,KORANGI,SUB-DIVISION,Communication,8431,4662,3769,,,,8431,4662,3769
MODEL COLONY,KORANGI,SUB-DIVISION,Memorization/ Focus,11790,6361,5429,,,,11790,6361,5429
MODEL COLONY,KORANGI,SUB-DIVISION,Self care etc,10284,5444,4840,,,,10284,5444,4840
SHAH FAISAL,KORANGI,SUB-DIVISION,Population,641894,340036,301858,,,,641894,340036,301858
SHAH FAISAL,KORANGI,SUB-DIVISION,Disability,11152,5435,5717,,,,11152,5435,5717
SHAH FAISAL,KORANGI,SUB-DIVISION,Functional limitation,70075,39421,30654,,,,70075,39421,30654
SHAH FAISAL,KORANGI,SUB-DIVISION,Seeing,13887,7752,6135,,,,13887,7752,6135
SHAH FAISAL,KORANGI,SUB-DIVISION,Hearing,15427,8690,6737,,,,15427,8690,6737
SHAH FAISAL,KORANGI,SUB-DIVISION,Walking/ Climbing,21294,11910,9384,,,,21294,11910,9384
SHAH FAISAL,KORANGI,SUB-DIVISION,Communication,7018,3905,3113,,,,7018,3905,3113
SHAH FAISAL,KORANGI,SUB-DIVISION,Memorization/ Focus,9815,5688,4127,,,,9815,5688,4127
SHAH FAISAL,KORANGI,SUB-DIVISION,Self care etc,7311,4111,3200,,,,7311,4111,3200
LARKANA,LARKANA,DISTRICT,Population,1784453,932721,851732,986302,514167,472135,798151,418554,379597
LARKANA,LARKANA,DISTRICT,Disability,22423,13669,8754,15515,9372,6143,6908,4297,2611
LARKANA,LARKANA,DISTRICT,Functional limitation,176698,99119,77579,99097,55385,43712,77601,43734,33867
LARKANA,LARKANA,DISTRICT,Seeing,34031,18940,15091,18983,10527,8456,15048,8413,6635
LARKANA,LARKANA,DISTRICT,Hearing,40652,22789,17863,22680,12635,10045,17972,10154,7818
LARKANA,LARKANA,DISTRICT,Walking/ Climbing,51582,29049,22533,28836,16059,12777,22746,12990,9756
LARKANA,LARKANA,DISTRICT,Communication,15998,9456,6542,9035,5326,3709,6963,4130,2833
LARKANA,LARKANA,DISTRICT,Memorization/ Focus,25885,14674,11211,14704,8348,6356,11181,6326,4855
LARKANA,LARKANA,DISTRICT,Self care etc,19396,10868,8528,10894,6197,4697,8502,4671,3831
BAKRANI,LARKANA,TALUKA,Population,275268,144052,131216,234495,122827,111668,40773,21225,19548
BAKRANI,LARKANA,TALUKA,Disability,3424,1949,1475,2824,1652,1172,600,297,303
BAKRANI,LARKANA,TALUKA,Functional limitation,27014,14931,12083,22980,12750,10230,4034,2181,1853
